Event 0
nTracks 10
2 : 0.483721
3 : 0.389644
4 : 1.80132
5 : 2.97349
6 : 2.41445
7 : 1.53205
8 : 0.255336
9 : 1.62565
Event 5233
nTracks 10
0 : 1.69148
1 : 1.84921
2 : 1.37291
3 : 0.863778
4 : 1.78067
5 : 0.338943
6 : 2.69949
7 : 2.55427
8 : 2.15133
9 : 1.18732
Event 5234
nTracks 10
0 : 1.08597
1 : 2.38675
2 : 0.232993
3 : 2.45884
4 : 2.91567
5 : 0.00161628
6 : 1.55128
7 : 2.33397
8 : 0.339944
9 : 2.93514
Event 5235
nTracks 10
0 : 1.51507
1 : 1.18738
2 : 0.562214
3 : 1.02577
4 : 2.24653
5 : 2.57529
6 : 1.92795
7 : 2.72582
8 : 2.64634
9 : 2.63671
Event 5236
nTracks 10
0 : 2.60033
1 : 0.588665
2 : 1.47538
3 : 0.0359901
4 : 0.52702
5 : 0.409024
6 : 0.788862
7 : 1.36543
8 : 0.284318
9 : 1.04406
Event 5237
nTracks 10
0 : 1.1683
1 : 0.76184
2 : 1.03703
3 : 2.68307
4 : 2.0191
5 : 2.56647
6 : 2.80917
7 : 0.214518
8 : 1.80807
9 : 1.71393
Event 5238
nTracks 10
0 : 0.471552
1 : 0.284094
2 : 1.53064
3 : 0.673604
4 : 2.54185
5 : 0.960174
6 : 1.22146
7 : 1.35172
8 : 0.186223
9 : 1.19239
Event 5239
nTracks 10
0 : 1.33231
1 : 0.0945163
2 : 2.79742
3 : 2.25069
4 : 0.623582
5 : 1.30467
6 : 2.68299
7 : 1.09862
8 : 0.538354
9 : 1.61949
Event 5240
nTracks 10
0 : 0.959569
1 : 0.624267
2 : 2.60282
3 : 2.48127
4 : 0.00285362
5 : 0.727256
6 : 2.80665
7 : 2.42272
8 : 1.95378
9 : 2.55772
Event 5241
nTracks 10
0 : 2.4461
1 : 2.37165
2 : 1.81165
3 : 2.90095
4 : 0.859737
5 : 1.82959
6 : 0.853604
7 : 0.131653
8 : 3.13657
9 : 1.37369
Event 5242
nTracks 10
0 : 0.3951
1 : 1.42586
2 : 0.3809
3 : 1.8614
4 : 2.50198
5 : 1.48333
6 : 2.8293
7 : 1.36445
8 : 2.0307
9 : 2.61895
Event 5243
nTracks 10
0 : 2.95533
1 : 2.98737
2 : 0.367294
3 : 0.834557
4 : 2.30331
5 : 0.0270519
6 : 0.643886
7 : 2.0899
8 : 3.09007
9 : 0.885537
Event 5244
nTracks 10
0 : 2.75199
1 : 2.51281
2 : 2.81548
3 : 1.51863
4 : 1.27477
5 : 2.88811
6 : 0.346717
7 : 1.36826
8 : 0.137599
9 : 0.449951
Event 5245
nTracks 10
0 : 2.19518
1 : 2.8937
2 : 2.79877
3 : 1.62721
4 : 1.5856
5 : 0.961361
6 : 3.11061
7 : 0.238546
8 : 1.81182
9 : 1.02702
Event 5246
nTracks 10
0 : 1.99896
1 : 1.38377
2 : 0.223491
3 : 0.584361
4 : 0.282314
5 : 1.39821
6 : 1.81224
7 : 2.4111
8 : 2.66245
9 : 0.0374989
Event 5247
nTracks 10
0 : 0.096065
1 : 2.81738
2 : 0.274888
3 : 3.05527
4 : 2.80581
5 : 2.21912
6 : 0.602255
7 : 0.781203
8 : 3.07768
9 : 1.966
Event 5248
nTracks 10
0 : 1.81877
1 : 0.250908
2 : 2.11863
3 : 1.27898
4 : 0.657224
5 : 0.829286
6 : 1.72929
7 : 2.8623
8 : 0.640285
9 : 0.320574
Event 5249
nTracks 10
0 : 2.99404
1 : 1.21347
2 : 2.23033
3 : 2.92458
4 : 0.8846
5 : 2.51959
6 : 2.08402
7 : 0.514666
8 : 1.32653
9 : 0.216959
Event 5250
nTracks 10
0 : 1.26849
1 : 2.40668
2 : 0.560531
3 : 1.91698
4 : 0.106878
5 : 0.339293
6 : 2.04674
7 : 1.97668
8 : 1.93109
9 : 1.93818
Event 5251
nTracks 10
0 : 2.91968
1 : 0.0967223
2 : 0.372708
3 : 2.15992
4 : 0.21647
5 : 1.19615
6 : 1.94843
7 : 1.42037
8 : 1.20567
9 : 1.02372
Event 5252
nTracks 10
0 : 1.13142
1 : 0.343292
2 : 0.323526
3 : 2.55131
4 : 3.13186
5 : 2.04787
6 : 0.643232
7 : 1.24652
8 : 0.717372
9 : 0.594666
Event 5253
nTracks 10
0 : 0.557875
1 : 2.49591
2 : 0.917436
3 : 2.52776
4 : 0.232807
5 : 1.71757
6 : 0.521702
7 : 1.50288
8 : 2.40112
9 : 0.53594
Event 5254
nTracks 10
0 : 0.593349
1 : 2.79644
2 : 3.00592
3 : 0.605975
4 : 1.60575
5 : 2.71067
6 : 1.91867
7 : 2.73203
8 : 2.60246
9 : 3.02642
Event 5255
nTracks 10
0 : 2.44174
1 : 1.28288
2 : 2.21988
3 : 1.06436
4 : 1.54908
5 : 0.176153
6 : 2.01003
7 : 2.44851
8 : 2.63281
9 : 1.21587
Event 5256
nTracks 10
0 : 1.32171
1 : 0.249665
2 : 2.58108
3 : 2.5175
4 : 2.33847
5 : 1.52277
6 : 0.882331
7 : 2.686
8 : 1.59251
9 : 0.717508
Event 5257
nTracks 10
0 : 1.3115
1 : 2.13073
2 : 2.60056
3 : 2.81616
4 : 2.2469
5 : 1.06791
6 : 1.79701
7 : 1.75799
8 : 1.34121
9 : 2.73104
Event 5258
nTracks 10
0 : 1.91741
1 : 1.06834
2 : 0.313422
3 : 0.42712
4 : 2.73566
5 : 0.868888
6 : 0.651583
7 : 1.74493
8 : 2.08845
9 : 1.44402
Event 5259
nTracks 10
0 : 2.75251
1 : 2.40184
2 : 0.0429825
3 : 0.223602
4 : 1.62167
5 : 2.48435
6 : 2.62963
7 : 0.479008
8 : 1.63204
9 : 2.88914
Event 5260
nTracks 10
0 : 0.916297
1 : 1.51484
2 : 0.510932
3 : 0.95708
4 : 3.09227
5 : 1.15718
6 : 0.0703755
7 : 0.567424
8 : 1.26354
9 : 0.243135
Event 5261
nTracks 10
0 : 0.692496
1 : 0.274301
2 : 0.305401
3 : 2.69404
4 : 1.26605
5 : 1.85346
6 : 0.288586
7 : 1.87238
8 : 0.202799
9 : 0.175183
Event 5262
nTracks 10
0 : 0.711099
1 : 2.99778
2 : 3.01644
3 : 2.25915
4 : 1.60276
5 : 1.61227
6 : 2.69483
7 : 0.824182
8 : 1.74455
9 : 2.8366
Event 5263
nTracks 10
0 : 1.06859
1 : 0.681469
2 : 2.93832
3 : 2.00608
4 : 0.926145
5 : 2.89241
6 : 2.54296
7 : 0.960613
8 : 2.64434
9 : 0.940527
Event 5264
nTracks 10
0 : 1.4232
1 : 0.654903
2 : 1.59973
3 : 2.48866
4 : 2.5859
5 : 2.7636
6 : 0.987786
7 : 2.79561
8 : 2.31025
9 : 1.1173
Event 5265
nTracks 10
0 : 2.97427
1 : 0.529415
2 : 1.39905
3 : 1.93504
4 : 0.284916
5 : 2.55491
6 : 0.895795
7 : 1.66998
8 : 0.282986
9 : 2.00985
Event 5266
nTracks 10
0 : 0.303578
1 : 1.38734
2 : 1.69732
3 : 2.25595
4 : 1.57358
5 : 1.92661
6 : 1.82389
7 : 1.37598
8 : 1.10394
9 : 2.06488
Event 5267
nTracks 10
0 : 1.54286
1 : 0.909011
2 : 2.23507
3 : 2.92282
4 : 0.461893
5 : 0.300436
6 : 1.43431
7 : 0.634861
8 : 2.75687
9 : 2.88291
Event 5268
nTracks 10
0 : 0.375124
1 : 1.38604
2 : 2.72336
3 : 2.39116
4 : 0.405534
5 : 0.330908
6 : 0.573933
7 : 1.15824
8 : 2.1929
9 : 1.51998
Event 5269
nTracks 10
0 : 1.58257
1 : 1.52919
2 : 0.670342
3 : 0.846137
4 : 0.384314
5 : 2.19823
6 : 0.215974
7 : 2.51531
8 : 2.83563
9 : 2.82028
Event 5270
nTracks 10
0 : 2.92199
1 : 0.0539225
2 : 2.20604
3 : 2.39146
4 : 1.2448
5 : 1.11973
6 : 1.60286
7 : 0.307593
8 : 0.837847
9 : 1.2341
Event 5271
nTracks 10
0 : 1.44443
1 : 2.95107
2 : 3.01422
3 : 1.80495
4 : 1.05372
5 : 0.701852
6 : 3.12279
7 : 1.49135
8 : 1.24485
9 : 0.98392
Event 5272
nTracks 10
0 : 2.02448
1 : 0.541617
2 : 0.391714
3 : 1.78422
4 : 1.55959
5 : 2.9417
6 : 0.0273362
7 : 1.76934
8 : 1.19784
9 : 0.279184
Event 5273
nTracks 10
0 : 0.0873332
1 : 0.015129
2 : 2.92257
3 : 1.71851
4 : 1.20346
5 : 1.48448
6 : 0.202883
7 : 3.00089
8 : 2.99382
9 : 2.62512
Event 5274
nTracks 10
0 : 2.65983
1 : 0.126068
2 : 2.25397
3 : 0.830893
4 : 2.11823
5 : 2.80533
6 : 2.81481
7 : 0.0625623
8 : 2.09951
9 : 2.43896
Event 5275
nTracks 10
0 : 0.449723
1 : 2.88557
2 : 0.997374
3 : 0.310544
4 : 2.80863
5 : 2.1642
6 : 0.913749
7 : 0.738574
8 : 3.03959
9 : 2.92856
Event 5276
nTracks 10
0 : 0.964428
1 : 1.51936
2 : 1.55295
3 : 2.07954
4 : 0.0385611
5 : 2.55637
6 : 0.167947
7 : 1.60755
8 : 0.476449
9 : 2.79677
Event 5277
nTracks 10
0 : 2.56728
1 : 0.0991468
2 : 1.58264
3 : 0.733838
4 : 2.4761
5 : 1.07755
6 : 2.29869
7 : 1.32515
8 : 0.853785
9 : 0.568894
Event 5278
nTracks 10
0 : 1.5327
1 : 0.760376
2 : 2.3475
3 : 0.755017
4 : 2.0862
5 : 2.66668
6 : 0.896897
7 : 0.712203
8 : 2.52375
9 : 0.193287
Event 5279
nTracks 10
0 : 2.96183
1 : 0.280426
2 : 1.9739
3 : 2.24733
4 : 2.05763
5 : 1.24395
6 : 2.23772
7 : 1.13293
8 : 1.60356
9 : 1.63927
Event 5280
nTracks 10
0 : 0.123778
1 : 2.05927
2 : 1.72212
3 : 0.58264
4 : 0.0233503
5 : 0.888336
6 : 0.619162
7 : 0.269929
8 : 2.16128
9 : 0.161501
Event 5281
nTracks 10
0 : 0.79475
1 : 0.969771
2 : 1.36025
3 : 3.05348
4 : 0.244915
5 : 2.58008
6 : 0.93797
7 : 2.96379
8 : 2.03482
9 : 0.627709
Event 5282
nTracks 10
0 : 0.419361
1 : 3.0946
2 : 1.69505
3 : 2.98265
4 : 0.116829
5 : 3.07795
6 : 2.47537
7 : 0.995871
8 : 2.60726
9 : 0.473806
Event 5283
nTracks 10
0 : 2.16018
1 : 1.63918
2 : 2.66614
3 : 0.822149
4 : 2.37147
5 : 0.0264366
6 : 1.30485
7 : 1.04085
8 : 1.94078
9 : 1.02997
Event 5284
nTracks 10
0 : 0.0387326
1 : 0.78801
2 : 0.687386
3 : 1.77075
4 : 1.68859
5 : 1.37554
6 : 2.71865
7 : 1.03631
8 : 0.307434
9 : 2.29321
Event 5285
nTracks 10
0 : 1.16084
1 : 2.0179
2 : 0.485506
3 : 2.93152
4 : 0.386185
5 : 2.67462
6 : 0.888348
7 : 0.732563
8 : 2.89816
9 : 2.28926
Event 5286
nTracks 10
0 : 1.50351
1 : 2.30294
2 : 0.606361
3 : 0.315899
4 : 0.292111
5 : 1.80174
6 : 0.817785
7 : 0.869577
8 : 0.523193
9 : 0.894875
Event 5287
nTracks 10
0 : 3.05004
1 : 0.909929
2 : 1.85703
3 : 0.938546
4 : 0.574684
5 : 0.833667
6 : 0.0133823
7 : 1.68215
8 : 1.87411
9 : 1.03533
Event 5288
nTracks 10
0 : 2.74804
1 : 2.64291
2 : 1.20192
3 : 0.101125
4 : 2.91315
5 : 1.36585
6 : 0.885641
7 : 2.13738
8 : 2.6314
9 : 2.75573
Event 5289
nTracks 10
0 : 2.84589
1 : 0.68473
2 : 2.64958
3 : 1.87833
4 : 1.46132
5 : 2.79309
6 : 2.4758
7 : 1.06366
8 : 1.31803
9 : 0.00938196
Event 5290
nTracks 10
0 : 1.08553
1 : 0.0882353
2 : 0.37892
3 : 0.22382
4 : 0.448248
5 : 0.139855
6 : 3.01266
7 : 0.410952
8 : 0.0772342
9 : 0.918498
Event 5291
nTracks 10
0 : 0.995189
1 : 1.0687
2 : 2.29452
3 : 1.38705
4 : 1.17933
5 : 0.08356
6 : 0.0459724
7 : 2.95525
8 : 1.00454
9 : 0.571923
Event 5292
nTracks 10
0 : 3.05597
1 : 2.64779
2 : 1.86145
3 : 2.48369
4 : 2.68522
5 : 0.202375
6 : 1.88009
7 : 1.46838
8 : 1.60541
9 : 2.59617
Event 5293
nTracks 10
0 : 3.05795
1 : 3.13713
2 : 0.28562
3 : 2.33295
4 : 0.570774
5 : 2.76898
6 : 3.07922
7 : 0.195331
8 : 3.13376
9 : 1.39822
Event 5294
nTracks 10
0 : 1.61048
1 : 2.7012
2 : 3.10812
3 : 2.94645
4 : 0.350409
5 : 3.07803
6 : 3.00571
7 : 2.66767
8 : 2.73756
9 : 2.76863
Event 5295
nTracks 10
0 : 1.84354
1 : 0.984434
2 : 1.01909
3 : 1.57725
4 : 1.04523
5 : 2.99642
6 : 1.85337
7 : 2.27555
8 : 2.84677
9 : 0.438741
Event 5296
nTracks 10
0 : 2.31765
1 : 2.41803
2 : 2.24075
3 : 2.55872
4 : 2.65342
5 : 0.672158
6 : 2.21
7 : 0.518103
8 : 1.27285
9 : 0.279581
Event 5297
nTracks 10
0 : 0.139303
1 : 1.54318
2 : 0.364902
3 : 0.539105
4 : 1.48907
5 : 0.105541
6 : 1.73171
7 : 2.54688
8 : 3.06775
9 : 0.775933
Event 5298
nTracks 10
0 : 2.40793
1 : 0.755416
2 : 2.89709
3 : 2.45965
4 : 2.70295
5 : 1.8643
6 : 2.31613
7 : 2.58562
8 : 2.44226
9 : 2.87156
Event 5299
nTracks 10
0 : 2.41428
1 : 0.831548
2 : 1.26795
3 : 1.88061
4 : 2.5317
5 : 0.822576
6 : 0.121837
7 : 1.10001
8 : 0.395555
9 : 1.58702
Event 5300
nTracks 10
0 : 0.265033
1 : 2.6901
2 : 1.29082
3 : 1.69921
4 : 2.88188
5 : 1.94009
6 : 1.67202
7 : 1.10775
8 : 0.931232
9 : 2.83635
Event 5301
nTracks 10
0 : 0.987496
1 : 0.460413
2 : 2.98806
3 : 0.616905
4 : 1.17885
5 : 3.09047
6 : 2.69525
7 : 2.12987
8 : 0.565594
9 : 0.00620634
Event 5302
nTracks 10
0 : 1.03829
1 : 2.2221
2 : 1.9118
3 : 2.59769
4 : 2.51958
5 : 3.01112
6 : 2.40233
7 : 0.48521
8 : 1.97342
9 : 1.4464
Event 5303
nTracks 10
0 : 1.07193
1 : 2.13748
2 : 1.21609
3 : 0.225198
4 : 1.18909
5 : 2.62964
6 : 0.74508
7 : 0.87792
8 : 1.17842
9 : 2.64729
Event 5304
nTracks 10
0 : 1.77214
1 : 1.79816
2 : 0.0434598
3 : 0.60445
4 : 2.69065
5 : 2.21015
6 : 1.57875
7 : 3.07976
8 : 0.816502
9 : 1.58837
Event 5305
nTracks 10
0 : 2.5577
1 : 1.67657
2 : 1.93099
3 : 0.681369
4 : 1.66505
5 : 0.451662
6 : 0.807149
7 : 3.00716
8 : 0.385649
9 : 0.922638
Event 5306
nTracks 10
0 : 1.50998
1 : 1.52218
2 : 2.49807
3 : 1.58975
4 : 2.37614
5 : 0.243283
6 : 0.0469031
7 : 2.90645
8 : 2.23384
9 : 0.83428
Event 5307
nTracks 10
0 : 3.0031
1 : 0.0614084
2 : 2.69179
3 : 1.45818
4 : 3.11077
5 : 1.71624
6 : 2.25434
7 : 2.46162
8 : 0.574697
9 : 0.281979
Event 5308
nTracks 10
0 : 2.70882
1 : 1.7127
2 : 2.54725
3 : 0.729865
4 : 1.83641
5 : 2.63033
6 : 1.60465
7 : 2.85253
8 : 1.47345
9 : 2.53332
Event 5309
nTracks 10
0 : 1.49531
1 : 0.936148
2 : 0.359639
3 : 1.85286
4 : 0.917961
5 : 0.23874
6 : 0.966083
7 : 2.95635
8 : 2.69544
9 : 2.99356
Event 5310
nTracks 10
0 : 0.686506
1 : 0.552565
2 : 0.663631
3 : 2.07959
4 : 2.33297
5 : 2.31173
6 : 1.50621
7 : 2.25525
8 : 0.848646
9 : 0.342676
Event 5311
nTracks 10
0 : 0.222467
1 : 2.29893
2 : 0.873108
3 : 1.1197
4 : 2.70505
5 : 0.636104
6 : 2.8269
7 : 2.17771
8 : 0.611903
9 : 2.69807
Event 5312
nTracks 10
0 : 2.09475
1 : 2.17278
2 : 2.6499
3 : 0.0492451
4 : 2.16722
5 : 2.92504
6 : 1.48914
7 : 0.355113
8 : 0.935967
9 : 2.86249
Event 5313
nTracks 10
0 : 0.691676
1 : 0.914963
2 : 2.99156
3 : 0.537005
4 : 3.07828
5 : 0.867299
6 : 0.895389
7 : 1.73978
8 : 0.293843
9 : 1.46117
Event 5314
nTracks 10
0 : 0.897937
1 : 3.069
2 : 1.9906
3 : 0.188268
4 : 2.96167
5 : 1.95615
6 : 0.106197
7 : 1.71167
8 : 0.509316
9 : 0.366072
Event 5315
nTracks 10
0 : 2.08056
1 : 0.162946
2 : 0.367346
3 : 0.959943
4 : 2.23782
5 : 0.616651
6 : 1.07335
7 : 1.60169
8 : 0.768791
9 : 2.34761
Event 5316
nTracks 10
0 : 0.765247
1 : 0.395138
2 : 1.1501
3 : 1.59875
4 : 1.98518
5 : 1.81389
6 : 3.13471
7 : 1.63437
8 : 1.21232
9 : 1.59714
Event 5317
nTracks 10
0 : 1.8885
1 : 2.36965
2 : 1.38011
3 : 1.53894
4 : 2.95865
5 : 2.27203
6 : 1.24173
7 : 0.955047
8 : 2.73704
9 : 2.75805
Event 5318
nTracks 10
0 : 2.79065
1 : 0.28106
2 : 1.76777
3 : 2.14182
4 : 0.211301
5 : 2.581
6 : 1.14478
7 : 2.37056
8 : 3.13373
9 : 2.10371
Event 5319
nTracks 10
0 : 2.01509
1 : 0.938135
2 : 1.4341
3 : 2.85352
4 : 1.93156
5 : 0.798363
6 : 1.23137
7 : 1.26402
8 : 2.72781
9 : 0.848873
Event 5320
nTracks 10
0 : 0.114713
1 : 2.03694
2 : 2.45254
3 : 0.756008
4 : 1.93239
5 : 0.913255
6 : 2.46157
7 : 0.158951
8 : 2.05691
9 : 3.01025
Event 5321
nTracks 10
0 : 1.04886
1 : 1.26349
2 : 1.77567
3 : 1.40844
4 : 1.58059
5 : 1.43722
6 : 0.162152
7 : 2.20977
8 : 0.903277
9 : 0.0938648
Event 5322
nTracks 10
0 : 1.12536
1 : 2.13709
2 : 0.813745
3 : 3.04384
4 : 0.964721
5 : 0.53017
6 : 2.5555
7 : 2.24624
8 : 2.69567
9 : 1.25219
Event 5323
nTracks 10
0 : 1.33873
1 : 0.989384
2 : 1.15265
3 : 2.04569
4 : 0.043633
5 : 1.21556
6 : 1.38368
7 : 1.93669
8 : 2.57291
9 : 2.49474
Event 5324
nTracks 10
0 : 1.35136
1 : 1.21804
2 : 2.02112
3 : 2.8474
4 : 0.728333
5 : 0.603789
6 : 2.82923
7 : 1.95284
8 : 1.06302
9 : 0.25701
Event 5325
nTracks 10
0 : 0.206651
1 : 3.01545
2 : 1.0222
3 : 1.22391
4 : 0.220109
5 : 2.53714
6 : 0.270769
7 : 1.17416
8 : 0.900571
9 : 2.94458
Event 5326
nTracks 10
0 : 1.48319
1 : 2.43581
2 : 1.55258
3 : 0.575374
4 : 1.27503
5 : 1.89947
6 : 0.841229
7 : 0.25096
8 : 0.524716
9 : 2.15879
Event 5327
nTracks 10
0 : 0.94898
1 : 1.00715
2 : 0.940502
3 : 0.0394426
4 : 2.30293
5 : 2.52161
6 : 0.774331
7 : 1.58031
8 : 3.11513
9 : 1.12439
Event 5328
nTracks 10
0 : 2.40663
1 : 0.82972
2 : 0.399742
3 : 1.63396
4 : 1.95867
5 : 2.43526
6 : 0.43503
7 : 1.72276
8 : 2.62531
9 : 1.23754
Event 5329
nTracks 10
0 : 0.346046
1 : 0.610757
2 : 1.07328
3 : 1.2651
4 : 1.72771
5 : 2.26956
6 : 0.594258
7 : 1.77726
8 : 2.43253
9 : 2.63281
Event 5330
nTracks 10
0 : 2.99558
1 : 0.277092
2 : 1.71079
3 : 0.295404
4 : 2.44043
5 : 2.95822
6 : 2.29621
7 : 1.47992
8 : 2.43902
9 : 0.559413
Event 5331
nTracks 10
0 : 0.16989
1 : 2.36899
2 : 0.606437
3 : 2.89235
4 : 2.84554
5 : 1.02501
6 : 1.71906
7 : 2.22366
8 : 2.64005
9 : 0.558727
Event 5332
nTracks 10
0 : 0.0432059
1 : 0.887494
2 : 1.93762
3 : 0.0159825
4 : 1.85785
5 : 0.630614
6 : 1.41126
7 : 0.717371
8 : 0.0925061
9 : 1.50209
Event 5333
nTracks 10
0 : 0.788183
1 : 1.25276
2 : 0.0561899
3 : 2.32514
4 : 2.18443
5 : 2.07311
6 : 1.57736
7 : 1.64592
8 : 2.35802
9 : 2.70394
Event 5334
nTracks 10
0 : 2.26363
1 : 0.227649
2 : 2.2445
3 : 3.12108
4 : 1.14664
5 : 2.44738
6 : 2.82485
7 : 0.764846
8 : 0.313728
9 : 1.55376
Event 5335
nTracks 10
0 : 0.911396
1 : 3.00294
2 : 2.40145
3 : 1.96776
4 : 2.99925
5 : 2.22982
6 : 0.574414
7 : 0.596296
8 : 1.60546
9 : 1.26089
Event 5336
nTracks 10
0 : 2.33803
1 : 1.12411
2 : 1.84781
3 : 0.792876
4 : 0.351704
5 : 1.64781
6 : 2.60551
7 : 0.835001
8 : 2.34153
9 : 0.906457
Event 5337
nTracks 10
0 : 0.886993
1 : 3.11999
2 : 2.3638
3 : 0.456512
4 : 3.09223
5 : 1.30883
6 : 1.36365
7 : 0.86832
8 : 2.2503
9 : 1.62394
Event 5338
nTracks 10
0 : 2.02213
1 : 0.957319
2 : 3.04583
3 : 1.693
4 : 1.93407
5 : 1.86973
6 : 1.84032
7 : 2.20694
8 : 2.16791
9 : 2.02151
Event 5339
nTracks 10
0 : 2.52348
1 : 0.409468
2 : 2.96399
3 : 2.64752
4 : 1.96167
5 : 0.740196
6 : 1.08857
7 : 2.79812
8 : 1.24862
9 : 1.68923
Event 5340
nTracks 10
0 : 0.368202
1 : 1.87814
2 : 0.0473036
3 : 2.44232
4 : 2.46041
5 : 0.176739
6 : 0.566519
7 : 0.479693
8 : 0.973673
9 : 0.379333
Event 5341
nTracks 10
0 : 2.4989
1 : 0.463465
2 : 3.06959
3 : 2.19496
4 : 2.4821
5 : 2.09288
6 : 0.274569
7 : 1.66472
8 : 1.74721
9 : 1.30033
Event 5342
nTracks 10
0 : 0.977095
1 : 2.54874
2 : 2.63619
3 : 2.46633
4 : 2.93702
5 : 2.35708
6 : 0.428293
7 : 1.63455
8 : 2.83791
9 : 2.79557
Event 5343
nTracks 10
0 : 1.16897
1 : 2.58057
2 : 0.477896
3 : 1.09885
4 : 1.66177
5 : 1.00558
6 : 2.76398
7 : 0.804421
8 : 3.06219
9 : 2.20432
Event 5344
nTracks 10
0 : 0.217995
1 : 1.66628
2 : 1.10014
3 : 0.850696
4 : 0.706249
5 : 1.67536
6 : 2.80474
7 : 1.66856
8 : 0.975454
9 : 0.409241
Event 5345
nTracks 10
0 : 0.8945
1 : 3.01658
2 : 2.00903
3 : 1.96481
4 : 1.29908
5 : 1.25709
6 : 2.32187
7 : 0.574478
8 : 0.653681
9 : 2.20484
Event 5346
nTracks 10
0 : 0.944128
1 : 1.70517
2 : 0.039126
3 : 2.83173
4 : 1.9477
5 : 2.77884
6 : 2.4863
7 : 2.09416
8 : 1.28197
9 : 0.223741
Event 5347
nTracks 10
0 : 2.72216
1 : 1.08179
2 : 2.19841
3 : 1.58015
4 : 1.03833
5 : 2.48598
6 : 2.67856
7 : 2.07405
8 : 2.06958
9 : 1.67851
Event 5348
nTracks 10
0 : 0.447422
1 : 0.140669
2 : 1.52388
3 : 2.19137
4 : 2.09081
5 : 0.876601
6 : 2.55927
7 : 0.995661
8 : 1.09979
9 : 2.40132
Event 5349
nTracks 10
0 : 1.7905
1 : 0.947052
2 : 1.60635
3 : 1.90415
4 : 2.63051
5 : 0.100287
6 : 0.822177
7 : 0.954334
8 : 0.775742
9 : 2.35223
Event 5350
nTracks 10
0 : 0.903399
1 : 0.869358
2 : 1.32097
3 : 1.00889
4 : 1.18377
5 : 2.31305
6 : 2.19382
7 : 1.42066
8 : 2.04658
9 : 1.69721
Event 5351
nTracks 10
0 : 1.38611
1 : 1.06883
2 : 3.13205
3 : 2.03375
4 : 1.9665
5 : 3.04825
6 : 1.8425
7 : 1.40461
8 : 2.43678
9 : 1.09779
Event 5352
nTracks 10
0 : 0.523217
1 : 1.92722
2 : 1.09993
3 : 2.24146
4 : 2.6868
5 : 3.13446
6 : 1.5847
7 : 0.399782
8 : 3.11311
9 : 3.04295
Event 5353
nTracks 10
0 : 3.09766
1 : 0.945726
2 : 0.699873
3 : 1.04513
4 : 2.36254
5 : 1.41335
6 : 1.10975
7 : 0.585032
8 : 1.25996
9 : 1.14254
Event 5354
nTracks 10
0 : 0.651994
1 : 2.8498
2 : 1.74241
3 : 0.127989
4 : 3.0437
5 : 2.27388
6 : 2.45845
7 : 3.14133
8 : 0.211249
9 : 3.11631
Event 5355
nTracks 10
0 : 0.726534
1 : 1.29727
2 : 0.326081
3 : 0.635037
4 : 0.122463
5 : 0.176958
6 : 2.36508
7 : 0.494313
8 : 3.06984
9 : 1.80239
Event 5356
nTracks 10
0 : 1.14846
1 : 1.19583
2 : 2.93843
3 : 0.839867
4 : 2.10802
5 : 0.193671
6 : 2.15269
7 : 1.02262
8 : 1.68854
9 : 2.90897
Event 5357
nTracks 10
0 : 2.18093
1 : 0.227105
2 : 0.568136
3 : 2.65552
4 : 2.42902
5 : 1.76615
6 : 2.29088
7 : 0.0127073
8 : 1.28912
9 : 0.604256
Event 5358
nTracks 10
0 : 2.56641
1 : 2.47149
2 : 2.25195
3 : 1.08495
4 : 2.56206
5 : 2.73716
6 : 0.573245
7 : 2.53663
8 : 2.586
9 : 0.172696
Event 5359
nTracks 10
0 : 0.385311
1 : 0.894554
2 : 1.40837
3 : 2.6378
4 : 1.73056
5 : 1.4795
6 : 1.92312
7 : 0.378588
8 : 3.0013
9 : 2.06911
Event 5360
nTracks 10
0 : 2.98205
1 : 0.565547
2 : 1.36874
3 : 0.306352
4 : 2.60168
5 : 0.4568
6 : 2.71171
7 : 2.68588
8 : 1.03861
9 : 2.76699
Event 5361
nTracks 10
0 : 2.95547
1 : 0.0730672
2 : 0.48502
3 : 2.80458
4 : 3.14061
5 : 2.327
6 : 0.786466
7 : 2.86213
8 : 0.530541
9 : 2.65912
Event 5362
nTracks 10
0 : 2.85984
1 : 0.335201
2 : 2.39482
3 : 0.683978
4 : 1.11641
5 : 0.688691
6 : 0.314092
7 : 1.23944
8 : 0.0655166
9 : 2.39908
Event 5363
nTracks 10
0 : 2.75617
1 : 0.537989
2 : 1.34952
3 : 1.55772
4 : 2.57737
5 : 3.04823
6 : 2.11045
7 : 1.76473
8 : 1.49954
9 : 2.62442
Event 5364
nTracks 10
0 : 0.106754
1 : 0.0758181
2 : 0.857808
3 : 1.13967
4 : 2.69283
5 : 1.80782
6 : 1.75747
7 : 0.815804
8 : 0.656056
9 : 1.84918
Event 5365
nTracks 10
0 : 0.822503
1 : 0.127518
2 : 1.6744
3 : 2.14307
4 : 0.191369
5 : 0.396134
6 : 2.34669
7 : 1.78567
8 : 0.709103
9 : 0.539023
Event 5366
nTracks 10
0 : 0.842967
1 : 0.520559
2 : 1.01497
3 : 2.67786
4 : 0.219917
5 : 1.99256
6 : 1.0734
7 : 2.74282
8 : 0.23964
9 : 0.665494
Event 5367
nTracks 10
0 : 0.263143
1 : 2.46456
2 : 1.37308
3 : 1.41492
4 : 1.28904
5 : 3.06152
6 : 1.09266
